Comp1,Comp2,Comp3,Comp4,Comp5
0.1365343480275456,0.0803730891585549,0.01070190735091614,-0.04754236944336004,-0.0022579081487562476
0.13624741989202244,0.0701091336695066,0.028613233655425147,-0.04194553790932423,-0.00549364296798023
0.14116490484946992,0.04152269915132002,0.01093471174520274,-0.0682380531324116,-0.03047301426440509
0.13739660837893794,0.04670968951798669,-0.004646736128046711,-0.0771872280625262,-0.023856446061508937
0.15214292455185868,0.060504234168642056,-0.033616323195720735,-0.04668217660522707,-0.012105724574360537
0.16844493716831901,0.047256975599246666,-0.03697070023507648,-0.03104399134888867,-0.018548527436096033
0.11320769244786773,0.09171501861331392,0.021220918808702353,-0.055777934598924286,-0.022775990835986373
0.15121070442445536,0.06965982268746505,-0.005728809517121486,-0.05297506831575924,-0.014191745360801866
0.1519491461401298,0.05518785442438641,0.011065897798240666,-0.018571529036879808,-0.004809937846309106
0.19180618587449744,0.0032040648735466516,0.04417219451130945,-0.05462392604914636,-0.02167751997693535
0.14303924187873154,0.12068007710882801,-0.0011495247889240189,0.015179089500253653,0.011140356898658749
0.09651272709492112,0.07411980594739775,0.010664313391650264,0.011080316425418174,0.029847644991591805
0.10829115422079838,0.07419465946278961,0.024093150276713014,0.017417434979730268,0.023994113702046804
0.026706272541460636,0.08519369410216587,0.021559385444263404,-0.009486661272453544,0.027171924783886286
-0.007871735779217764,0.06502006602638648,-0.010839973892913224,-0.021275979091530152,0.024117330674178348
0.10876956325651121,0.09724437526328994,0.0028334073018832957,-0.011383801361780684,0.014913526809255126
0.11166678375938507,0.12725177687606049,0.004822792998569112,-0.01880227995205261,-0.0021502508425195036
0.09336217112033594,0.1347529157938599,0.003994873094188337,-0.021017661855089485,0.0015884307024491597
0.17824315891832127,0.0389547497226472,-0.02933003259443378,-0.015434135688277216,-0.01564768411361774
0.19002526693301852,0.0193276405014994,-0.023938259519419226,-0.001558651840025061,-0.026158858486862002
0.08308687233107392,0.12030692495692502,-0.023848033579339328,-0.03478760761356066,0.007382050376406725
0.1716782184042267,0.11792742100138154,-0.005798283407434261,0.030464658276641663,0.024136930960168255
0.007542895984342064,-0.033403320065071435,-0.030213212183618644,-0.00804442553039211,0.022400615529575403
0.036659894741230686,-0.06093097714023583,0.03898475541813728,0.02803994400443699,-0.008863387310845197
0.05777447323662885,-0.031159983147360754,-0.05088410202962443,-0.01238787927981454,0.0103997193831788
0.07406611436907459,-0.02261373416607596,-0.05751862941498651,-0.017068919149331414,0.009553878012381513
0.06723347992137,-0.0548591824777008,-0.02767300675229915,0.02668620226653898,-0.0015899612818638157
0.13452845506894895,-0.0694519203364927,-0.019228466453580586,0.04280372287532305,-0.017234967806963885
0.043077893461337245,-0.022491764830392714,-0.04230539480056705,0.006891187315109495,0.02757839601465012
0.06180120842837276,-0.05734813808297989,-0.03995964687187431,-0.00836862980850675,0.013224878596643312
-0.009744332674452091,-0.027571509563240115,-0.05693876900879012,-0.025044512906626987,0.027981019471595567
-0.09725604636495075,-0.033313987486382965,-0.06698207726230755,-0.013464412601391047,0.02316605092902166
-0.05415993557440561,-0.06971887718656274,-0.05922594033464349,-0.00549823503989458,0.027682222541396295
-0.0796165201441337,0.038006990799073416,-0.05379395890141068,-0.017945284203160834,0.026802753422357016
-0.0796818538318998,0.013822020197975569,-0.040623832968986154,-0.002272976735563034,0.02589371872587652
0.037874781947427286,-0.0517734013801392,-0.03724356232635521,-0.010160464674975483,0.019900283009946715
0.13793120205249262,-0.019808285720017187,-0.02456624889142964,0.031969032839203326,-0.016659893939778632
-0.005350930803183969,-0.04021662443228505,-0.05696290411967543,-0.030588615446376168,0.039369902902586136
-0.015769325286758888,-0.03218668307734513,-0.028374498813362292,0.00817571574911478,0.021759454597101442
-0.08867147518240047,0.01934851331102872,-0.028599431354181516,-0.0033925985577109843,0.022787755500711472
-0.08013423895829253,-0.01411786887617212,-0.02113669842378018,0.0048933748109959,0.029738800009494356
-0.030200200393942545,-0.02366771142219987,-0.039553004349264606,-0.017535505597295643,0.025914141086172224
0.112744300014849,-0.029229533777847365,-0.012811868498807725,-0.015737115044559196,0.013966925664198744
-0.023512122723917155,0.030140446335517265,0.05613866921456488,0.007366784528258716,0.028140072560605973
-0.014175726855455224,-0.0481247297841355,-0.047043668662695076,-0.018729200521966284,0.043840976987243124
0.036873183683378,-0.11216960685570196,-0.03319468571434809,-0.003930710195332605,0.035672287791562896
-0.06934961914464761,0.041712682563979364,0.037260351069591593,-0.016263008643296988,0.0009930595550403944
0.12627044247740118,-0.027055163386082357,-0.01591070420727511,-0.01349418011152059,-0.0031315657480409896
0.09997929681551886,-0.08932859287325681,-0.02100903652423444,0.00031864676694423654,0.002377939437403674
0.04645073260587156,-0.040366574999915514,-0.06345611035141963,-0.03615775498367954,0.0374923625941008
-0.043072170877650515,0.005461223387554897,0.06268627613116308,-0.012559538883835335,0.011409936540777581
0.013923904539586843,0.0007214473416823565,0.019045339610999076,-0.019104002307267373,0.035524088649121516
0.0755719867001981,-0.07860824072219251,-0.01676693940663383,-0.028600878222831996,0.03304759218060083
0.06306876714618964,-0.09050269578534978,-0.0334436007782276,-0.01514962106509007,0.017651609675419105
0.06998146267803916,-0.09119834803970298,-0.033565016103102294,-0.017565496748460457,0.017891871877793106
-0.05260229764307265,-0.06451993899830072,0.04829971330188685,-0.020141339950575918,0.021710918271675723
0.02055434466313773,-0.09158054262752875,0.03900070630975515,-0.019348879310519276,0.0185300159075385
0.0021202156556261818,0.031329001574816405,0.05582677629449313,-0.007327086838214338,0.007116054833683712
-0.1154339942755616,-0.022260956688533853,-0.030447774645740326,-0.0013729716461495182,0.0258355495516117
-0.16505417566161415,-0.011405710528429942,-0.04646962839625256,-0.0072621125140171355,0.04114966145584322
-0.12070393333666658,-0.05650529410443499,-0.009673035394949013,-0.02372812338715668,0.033341541752054
-0.06848437047057729,-0.10195723642338082,0.010998902079973826,-0.0015528656339673695,0.030960537357007146
-0.0019907163598748764,-0.08119817674598091,-0.034529106292531274,-0.015584671930422818,0.0331377878647262
-0.02309848475552311,-0.07215339079621856,-0.02981605896334049,-0.01613827364109274,0.02852013704515948
-0.026787721026410246,-0.08187273551085868,-0.018969392319138873,-0.00713978552871812,0.02479119904208702
-0.01191995940235632,-0.0911065361865126,-0.012742250977970432,-0.004923040736765113,0.023923896220876893
-0.10826110540755284,-0.028606706601919184,-0.02183405091972533,-0.01099008408172199,0.029818847959942427
-0.07800596562866746,-0.05233459896406203,-0.008949128176916558,0.005184011458935643,0.02360934197898965
-0.03384964319127433,-0.0710001197795385,0.004061602932442361,0.01384129637892699,0.035342453625454594
0.009119117508494114,-0.07479406698450247,-0.015451627708357504,0.009449437759534579,0.019016167019160046
