"waveband","wavenumber","q05","q95","mean","sd"
"w2528",2528,0.331158,0.9438061,0.606373901843437,0.199117903673764
"w2526",2526,0.3314294,0.94438915,0.606609136253302,0.199091232415493
"w2524",2524,0.33171795,0.9446426,0.606812327528374,0.19905640077276
"w2522",2522,0.332063,0.94482345,0.606985072859811,0.199007653166062
"w2520",2520,0.33237755,0.9450505,0.607064459731865,0.198935146867022
"w2518",2518,0.332622545995233,0.94502175,0.607012706165184,0.198832989993972
"w2516",2516,0.332786041137031,0.9446797,0.6068775817661,0.198692469431841
"w2514",2514,0.3329454,0.943995,0.606706343596498,0.198511794904112
"w2512",2512,0.333135738038251,0.9432291,0.606481386933528,0.198290862564282
"w2510",2510,0.333268737296158,0.942049,0.60617769726273,0.198020736907117
"w2508",2508,0.333475245875696,0.9406467,0.605771797015743,0.197691682186177
"w2507",2507,0.333533,0.9386829,0.60534792830451,0.197325537363327
"w2505",2505,0.333527011674061,0.93665625,0.604783024882518,0.196911549591746
"w2503",2503,0.333555392708022,0.9345416,0.604169655288995,0.19648911051149
"w2501",2501,0.3335677,0.9321248,0.603518590255004,0.196081058048747
"w2499",2499,0.333478094208466,0.92970905,0.602860325180579,0.195701727172772
"w2497",2497,0.333326650337007,0.92777595,0.602201786140895,0.195359006896006
"w2495",2495,0.33314025,0.9261746,0.6015509188251,0.195058272542588
"w2493",2493,0.3330073,0.9247991,0.600936630534349,0.19479714893658
"w2491",2491,0.332841138807172,0.92358375,0.600365472995829,0.194576198188881
"w2489",2489,0.332729870104682,0.92280595,0.59984844509395,0.194387807162747
"w2487",2487,0.332608408103554,0.92192115,0.599373628328339,0.194227767071029
"w2485",2485,0.3324837,0.92076785,0.598905269413549,0.194097675104019
"w2483",2483,0.332286878830514,0.9198018,0.598456530802247,0.193980908182523
"w2481",2481,0.332152311305872,0.9189219,0.598045878365648,0.193875680726017
"w2480",2480,0.33197785,0.91826525,0.597708314592883,0.193765292519669
"w2478",2478,0.33178885,0.9177548,0.597332939991169,0.193685219231013
"w2476",2476,0.331598687051739,0.91728845,0.596972551587333,0.193605952874026
"w2474",2474,0.331367220010671,0.91681525,0.596622905123563,0.193521681241828
"w2472",2472,0.331184397284852,0.916125,0.596295694648801,0.193417837920426
"w2470",2470,0.33104785,0.91535045,0.595990569971842,0.193284467475468
"w2468",2468,0.330941254053351,0.9143819,0.595704588590289,0.193113670866923
"w2466",2466,0.33087790574849,0.91332695,0.595438327355393,0.192901159387669
"w2464",2464,0.330794,0.9121765,0.595188684022646,0.192653347950752
"w2462",2462,0.33081055,0.91088665,0.594957788764451,0.192381637837791
"w2460",2460,0.3308617,0.90959,0.594750330100171,0.192098410839716
"w2458",2458,0.330958256582985,0.90841545,0.594568292057839,0.191812390947188
"w2456",2456,0.331131196337458,0.9072311,0.594414409662129,0.191528219163562
"w2454",2454,0.331324949613075,0.90626855,0.594291136922518,0.191247342982313
"w2453",2453,0.3315847,0.90516205,0.594194818995064,0.190977581680724
"w2451",2451,0.331869,0.90407275,0.594137810789676,0.19069984289947
"w2449",2449,0.332161614804323,0.90321915,0.594095535929261,0.190424784418812
"w2447",2447,0.332551908944226,0.902309,0.5940694507759,0.190151202088044
"w2445",2445,0.33290825,0.901548,0.594073669537306,0.189877875089926
"w2443",2443,0.3334044,0.900506,0.594107964001076,0.18960447120827
"w2441",2441,0.333814698931464,0.89960935,0.594166236558294,0.189329477059853
"w2439",2439,0.334278098593009,0.89876195,0.594242921778318,0.189055693154674
"w2437",2437,0.334829726216227,0.8980796,0.594336152724344,0.188781914965792
"w2435",2435,0.335384859182072,0.89726245,0.594438985248405,0.188509058803149
"w2433",2433,0.3358901,0.89644835,0.594546585604747,0.188240529744552
"w2431",2431,0.3363896,0.89568635,0.594666476869216,0.18797106698936
"w2429",2429,0.33698385,0.8949246,0.594796627049882,0.18770171060268
"w2427",2427,0.33759390065,0.89419645,0.594934850058883,0.187435969212732
"w2426",2426,0.3381385,0.893561,0.595055839697389,0.187191766230784
"w2424",2424,0.338676517773707,0.8928416,0.595208567952238,0.186925286964827
"w2422",2422,0.339191,0.892103,0.595347751096491,0.186663256500487
"w2420",2420,0.339719270835569,0.89147075,0.595486081609424,0.186402091707118
"w2418",2418,0.340266220979211,0.8906812,0.595635200775904,0.186139051639103
"w2416",2416,0.340828234787938,0.88982305,0.595787753479136,0.185878152099972
"w2414",2414,0.341408835087612,0.8890731,0.595946288153148,0.185616031509186
"w2412",2412,0.341881935528173,0.88842855,0.596108856875606,0.185351325711047
"w2410",2410,0.342407,0.8878287,0.596271373785768,0.185092083514698
"w2408",2408,0.34285151737608,0.8872083,0.596442929988209,0.184834516015398
"w2406",2406,0.3433798,0.8867105,0.5966191390635,0.184583430994469
"w2404",2404,0.343942,0.88623535,0.596808160247648,0.184334751331693
"w2402",2402,0.3444929,0.8857188,0.597011119288588,0.184088663289397
"w2400",2400,0.345034854870975,0.8852456,0.597227123773146,0.183848034149638
"w2399",2399,0.345497,0.88484905,0.597427246301758,0.183630316865441
"w2397",2397,0.346153407155118,0.8842827,0.597693382467288,0.18338435703588
"w2395",2395,0.346803304203001,0.88373885,0.597978996383321,0.183135864285331
"w2393",2393,0.347505945394889,0.883244,0.598286598045847,0.182884338186058
"w2391",2391,0.348299201830845,0.88290045,0.598621652149888,0.182633660158788
"w2389",2389,0.3489727,0.88275175,0.598965611007666,0.182403561869339
"w2387",2387,0.349616990380963,0.8827286,0.599291111810537,0.182210801321724
"w2385",2385,0.3501287,0.882469,0.599538927043069,0.182077135466371
"w2383",2383,0.350358829781585,0.8822102,0.599635767892304,0.18201349665089
"w2381",2381,0.35029255,0.8818441,0.599490798629208,0.182020859806452
"w2379",2379,0.348244186496801,0.881233,0.598155201399281,0.183251091566556
"w2377",2377,0.34728395,0.88044715,0.597379616127121,0.183370207593668
"w2375",2375,0.34578855,0.87945495,0.596226078159439,0.183566447173434
"w2373",2373,0.343732288073267,0.87801425,0.594654012174912,0.183835684940471
"w2372",2372,0.341923366871086,0.87618065,0.592973887851548,0.183979375214654
"w2370",2370,0.338582754277623,0.8742526,0.590534415974204,0.184472072515109
"w2368",2368,0.334518424443811,0.87225905,0.587689850678927,0.185132023065113
"w2366",2366,0.32997755,0.87012765,0.58463552277115,0.185949540005867
"w2364",2364,0.325227765131208,0.8679142,0.581711956887995,0.186837184717575
"w2362",2362,0.322011779113588,0.86624075,0.579553861649749,0.187498694236138
"w2360",2360,0.3207145,0.8652556,0.578682216198703,0.187622222345786
"w2358",2358,0.32229355,0.8648743,0.579604329620696,0.186903602652843
"w2356",2356,0.326954461890742,0.8655896,0.582438423943395,0.185503668520924
"w2354",2354,0.333384777892273,0.8670007,0.586677630537764,0.18389019426704
"w2352",2352,0.34015155,0.8694032,0.591365759300849,0.18254386930079
"w2350",2350,0.34690532257768,0.8724706,0.596624665326697,0.180695521523089
"w2348",2348,0.350390073198009,0.8758732,0.600137052155809,0.180699580608917
"w2346",2346,0.351334725037165,0.8783118,0.60179460675601,0.181154963672871
"w2345",2345,0.350480385556523,0.87792765,0.601544515649093,0.181351849356165
"w2343",2343,0.348769713423355,0.87657725,0.600779035091376,0.181396334783383
"w2341",2341,0.349534623221558,0.87645075,0.601908569720616,0.181073248570979
"w2339",2339,0.351250023778897,0.8770473,0.60337019341005,0.180676071469946
"w2337",2337,0.35217065,0.87675415,0.603290177426834,0.180343313513069
"w2335",2335,0.352234471256278,0.87584415,0.601967348559956,0.180147179723695
"w2333",2333,0.3522526,0.87528365,0.600864693743064,0.180020801134611
"w2331",2331,0.352611117244905,0.87463775,0.600466685188868,0.179810657490053
"w2329",2329,0.3533007,0.87437435,0.600699792786309,0.17946239924676
"w2327",2327,0.354437201455951,0.87490315,0.601508734649566,0.17909919039546
"w2325",2325,0.355568956354065,0.8754563,0.602469078237585,0.178828079479208
"w2323",2323,0.356377179644789,0.8759628,0.60320465498111,0.17858827151994
"w2321",2321,0.35712055,0.876074,0.603868709813153,0.178277913379469
"w2319",2319,0.358242511572935,0.87653045,0.604759604719248,0.177941872525321
"w2318",2318,0.35920885,0.8773803,0.605733385889888,0.177762918466014
"w2316",2316,0.360512417116739,0.87829515,0.606949346827025,0.177541822146631
"w2314",2314,0.361618912608551,0.87904825,0.60795785477336,0.177349358631828
"w2312",2312,0.362529059901853,0.87948945,0.608737435251042,0.177130459236984
"w2310",2310,0.36352695,0.8798385,0.609541111206393,0.176863744017525
"w2308",2308,0.36476445,0.88031615,0.610515860327627,0.176572950796858
"w2306",2306,0.36616395,0.8809659,0.611611365007866,0.176283981827681
"w2304",2304,0.367788214135106,0.88167845,0.6127703176716,0.175989832542426
"w2302",2302,0.369364,0.88242,0.613904181113362,0.17569093336164
"w2300",2300,0.37100414556947,0.88294015,0.614981177474328,0.175354947846911
"w2298",2298,0.372772468404673,0.8834483,0.616077289134957,0.174989133716722
"w2296",2296,0.37469985,0.88408395,0.617214215144555,0.174613122178222
"w2294",2294,0.376759798686854,0.88463795,0.61841964173851,0.174201781149326
"w2292",2292,0.37898895,0.8852562,0.619690306216596,0.173761943322881
"w2291",2291,0.380975524822355,0.8857748,0.6208691405689,0.173385538659463
"w2289",2289,0.38344,0.8863547,0.62223564537703,0.172911603155547
"w2287",2287,0.38600695,0.88681125,0.623660772315139,0.172414215402005
"w2285",2285,0.388594304559982,0.88756675,0.62512807179638,0.171919087269881
"w2283",2283,0.39126725,0.88839595,0.626624853440906,0.17142633763517
"w2281",2281,0.393971421494038,0.88914735,0.628106964108316,0.170930297563471
"w2279",2279,0.3967104,0.88966465,0.629539774272155,0.170440621637025
"w2277",2277,0.3994524,0.8903523,0.630977132568575,0.169944881936972
"w2275",2275,0.40220575,0.89119545,0.632426673745609,0.169459992088356
"w2273",2273,0.404775090548914,0.89204445,0.633845093146245,0.169010093573342
"w2271",2271,0.40729545,0.89296075,0.635237178788267,0.168580749011361
"w2269",2269,0.409768,0.893813,0.636590610971357,0.168181163882145
"w2267",2267,0.41214425,0.89471025,0.637910818034584,0.167820112048589
"w2265",2265,0.414349,0.8955759,0.639242997657229,0.167469533169091
"w2264",2264,0.416338913329514,0.8965442,0.640434656179608,0.167207364559839
"w2262",2262,0.41855195,0.89754805,0.641752367796101,0.166896204226273
"w2260",2260,0.420736210551007,0.8986305,0.643070651986453,0.166578611296943
"w2258",2258,0.422777693997538,0.8996053,0.644366784654986,0.16629322232723
"w2256",2256,0.424774562848612,0.9004943,0.645627314548735,0.166046477713282
"w2254",2254,0.42656355,0.90149575,0.646845589963658,0.165828646407749
"w2252",2252,0.428356,0.902376,0.648028712801869,0.165641540609755
"w2250",2250,0.43023034979995,0.90332535,0.649259821933474,0.165441097422554
"w2248",2248,0.432328,0.90437715,0.650615035544155,0.165192067605098
"w2246",2246,0.43469812624846,0.90555235,0.65211178587027,0.16489277376534
"w2244",2244,0.43743904961611,0.90665035,0.65374117896034,0.164542830530105
"w2242",2242,0.44010855,0.907716,0.65536472897886,0.164209322363253
"w2240",2240,0.442309841139902,0.90880315,0.656803862788892,0.163974407116647
"w2238",2238,0.443831402269542,0.90982235,0.657964255192679,0.163867587661608
"w2237",2237,0.444461,0.91077315,0.658708130876976,0.163942931816802
"w2235",2235,0.444458,0.91148915,0.659254663591117,0.164110195736005
"w2233",2233,0.4442152,0.91223465,0.659615700789258,0.164361859629113
"w2231",2231,0.44375085,0.9129388,0.659901746417311,0.164647418826164
"w2229",2229,0.443287001807588,0.91359095,0.660157872239154,0.164944548343742
"w2227",2227,0.442649372240795,0.9141443,0.660356655308999,0.165266669799145
"w2225",2225,0.44168955,0.9148786,0.660404263785245,0.165656655807366
"w2223",2223,0.440228,0.9154516,0.660213050796402,0.166152533655963
"w2221",2221,0.43799164953487,0.9159642,0.659734890908481,0.166781600098235
"w2219",2219,0.434928,0.91622505,0.658994947315565,0.167529601736273
"w2217",2217,0.4314904,0.9164324,0.658064066998111,0.168376592340466
"w2215",2215,0.42795543234092,0.91678805,0.657066143028204,0.169265938057454
"w2213",2213,0.4244641,0.9170708,0.65612444737146,0.170132746483523
"w2211",2211,0.421350833304261,0.917305,0.655298171415637,0.170956218431922
"w2210",2210,0.4187261,0.91759275,0.65466403484209,0.171665214521382
"w2208",2208,0.41623555,0.91813615,0.654131914191597,0.17236090624486
"w2206",2206,0.4140373,0.91859875,0.653736727402861,0.173000876132389
"w2204",2204,0.411931639982176,0.9190395,0.653464029122225,0.173594150839364
"w2202",2202,0.41012825,0.91974775,0.653310524151925,0.174140740631643
"w2200",2200,0.408693,0.920438,0.653281165569848,0.174642701921822
"w2198",2198,0.4075677,0.921207,0.653388495800752,0.175090842104732
"w2196",2196,0.406792297617432,0.92209665,0.65363766586496,0.175478823005845
"w2194",2194,0.406182614986863,0.9230761,0.654039381656537,0.175802591104251
"w2192",2192,0.406075215105788,0.92409255,0.654582751887202,0.176064299371835
"w2190",2190,0.40612155,0.925211,0.655239346259535,0.176277553930073
"w2188",2188,0.4064551,0.92638735,0.656006671429491,0.176442657770539
"w2186",2186,0.406936900223037,0.92757415,0.656844388581715,0.176567395172837
"w2184",2184,0.407554740619143,0.92872005,0.657765293901504,0.176657500904123
"w2183",2183,0.408130784338298,0.9299292,0.65864442916356,0.176763426029485
"w2181",2181,0.40902625,0.9312659,0.659673556862459,0.176811970184384
"w2179",2179,0.410013150300095,0.93247745,0.660755498990451,0.176832239395354
"w2177",2177,0.411168021652844,0.93369785,0.661897027571513,0.176818905648115
"w2175",2175,0.412411602758117,0.93472115,0.66308158622471,0.176777810735162
"w2173",2173,0.413778324603295,0.9358903,0.664328370422726,0.176695925116716
"w2171",2171,0.4152915,0.93718855,0.665634852537679,0.176570933069202
"w2169",2169,0.41695,0.93835345,0.666982959739505,0.176411040967021
"w2167",2167,0.4188481,0.9395005,0.668405966855118,0.176196510035112
"w2165",2165,0.42080465,0.9405592,0.669893013208405,0.175930798409305
"w2163",2163,0.422958306941589,0.94156165,0.671425658165521,0.175622184534373
"w2161",2161,0.425386986115133,0.942445,0.673050802140888,0.175241403387616
"w2159",2159,0.4280943,0.9435376,0.674765670662025,0.174795708186982
"w2157",2157,0.43091405,0.94453835,0.676560617418556,0.174295684006934
"w2156",2156,0.4336381,0.9455106,0.678255155978541,0.173824241026351
"w2154",2154,0.436982911658835,0.94659715,0.680195609029487,0.173222651972471
"w2152",2152,0.4403705,0.94758355,0.682130541521453,0.172620260882283
"w2150",2150,0.443739709958822,0.9485385,0.684082656103663,0.172007975070563
"w2148",2148,0.4470127,0.9495313,0.686020405440165,0.171385968490888
"w2146",2146,0.450423394945643,0.95051715,0.687995069817327,0.170722225322511
"w2144",2144,0.454298231184934,0.95166395,0.690030404169088,0.170040073236991
"w2142",2142,0.45829685,0.952829,0.692066331977905,0.169352996333181
"w2140",2140,0.4619387,0.9539818,0.69404093337662,0.168687805541339
"w2138",2138,0.465070296596153,0.95482225,0.695775733083547,0.168140851626332
"w2136",2136,0.46713885,0.9556833,0.697069045189584,0.167816961055112
"w2134",2134,0.4677694,0.95633115,0.697802272248162,0.167777457072155
"w2132",2132,0.4669251,0.95684375,0.697917205029825,0.168060030296375
"w2130",2130,0.4647761,0.95701215,0.697528388738308,0.168594997646915
"w2129",2129,0.462270471978126,0.95709365,0.696918379535248,0.169207541656365
"w2127",2127,0.459345384050952,0.95725915,0.696232325298638,0.169882490412834
"w2125",2125,0.456989954664055,0.95727865,0.695687428085018,0.170469423257022
"w2123",2123,0.45518685,0.95743315,0.695351288520539,0.170938214909124
"w2121",2121,0.4539685070204,0.9576669,0.695237262738436,0.171282866419515
"w2119",2119,0.45313785,0.95787075,0.695323273434189,0.171516932452207
"w2117",2117,0.452758812156585,0.9581971,0.6955799718882,0.171658845917362
"w2115",2115,0.45281,0.95864935,0.695973226406545,0.171719750841853
"w2113",2113,0.4532188,0.9590033,0.69647953666245,0.171715737928911
"w2111",2111,0.4539235,0.95928,0.697117358016871,0.171642551657957
"w2109",2109,0.45486095,0.9597352,0.697848678434286,0.171517071683882
"w2107",2107,0.456016,0.9600629,0.698673525679109,0.171346887480989
"w2105",2105,0.4574752,0.9606183,0.699578507784777,0.17113551766178
"w2103",2103,0.4590666,0.96120315,0.70054040253464,0.17090131092865
"w2102",2102,0.4604567,0.96181715,0.701457713547355,0.170691180112312
"w2100",2100,0.46221355,0.96216295,0.702528109252005,0.170415891490771
"w2098",2098,0.4640377,0.9627492,0.703626743698586,0.170139389215709
"w2096",2096,0.465870721080783,0.96349345,0.704764007981866,0.169854945341088
"w2094",2094,0.467856169876576,0.96409015,0.705941550718023,0.169567454880596
"w2092",2092,0.469765,0.96482065,0.70713846257314,0.169288794934656
"w2090",2090,0.471777926415911,0.96545735,0.70836853436725,0.168999874124872
"w2088",2088,0.47388375,0.9661829,0.709643800300944,0.168707906455962
"w2086",2086,0.47599485,0.96693645,0.710975150433736,0.168431034474672
"w2084",2084,0.478483991495881,0.96751115,0.712382644056288,0.168142622477085
"w2082",2082,0.480883490048891,0.9684359,0.71381981075459,0.167825163944463
"w2080",2080,0.483333948880187,0.9693883,0.715272721009139,0.167457744362347
"w2078",2078,0.486012241156309,0.97022015,0.716771245439514,0.167023468156486
"w2076",2076,0.4885871,0.97114405,0.718311295701205,0.166564288707205
"w2075",2075,0.490971443787541,0.97193115,0.719747835350438,0.166172679199778
"w2073",2073,0.493997759682319,0.97272505,0.721432214503405,0.165680934745974
"w2071",2071,0.497131025542016,0.97369435,0.72320881411789,0.165178733003383
"w2069",2069,0.500429035831877,0.9747585,0.725113176345395,0.164656326909335
"w2067",2067,0.50408455,0.9757721,0.727132140914999,0.16409891531013
"w2065",2065,0.50772485,0.9769056,0.729215018108497,0.163506009783394
"w2063",2063,0.511892852809654,0.97814265,0.731472018180779,0.162845945028228
"w2061",2061,0.516631,0.97954115,0.733962066862318,0.162132987410003
"w2059",2059,0.521722649130519,0.98108545,0.736635183573816,0.161373427924275
"w2057",2057,0.527245574202536,0.98272675,0.739563100991,0.160507645320099
"w2055",2055,0.53338785,0.98431435,0.742771137448095,0.159546714084586
"w2053",2053,0.540017876014309,0.9860532,0.746271714876812,0.158509900535371
"w2051",2051,0.547879487852445,0.98808665,0.750198877233968,0.157342060492079
"w2049",2049,0.556387192810474,0.9904993,0.754585604442295,0.156075373116092
"w2048",2048,0.564303285171113,0.99305675,0.758995163399828,0.154970283735231
"w2046",2046,0.574028512565123,0.99586815,0.764456795864423,0.153576446200867
"w2044",2044,0.58443185,0.9996396,0.770547526018109,0.152162085673517
"w2042",2042,0.594747863142115,1.0036515,0.777136788012562,0.150846034329667
"w2040",2040,0.604797986518457,1.00848,0.784215549428799,0.149641025924575
"w2038",2038,0.613576765160656,1.01441,0.791363533426526,0.148744172276286
"w2036",2036,0.6211157,1.02019795878178,0.798323211615178,0.148130604592499
"w2034",2034,0.62729625,1.0262415,0.804706506905049,0.147741476661371
"w2032",2032,0.632326947590209,1.0316015,0.810241567939667,0.147655264530068
"w2030",2030,0.636178,1.0365415,0.814927511108967,0.147742418983442
"w2028",2028,0.63904195,1.0404015,0.818746251449831,0.147905896602528
"w2026",2026,0.64136376041441,1.0439415,0.821855349482864,0.148124682596596
"w2024",2024,0.643534483336121,1.0471615,0.824608365456129,0.148345564494812
"w2022",2022,0.645608301693539,1.050523,0.827315019090779,0.148596639446162
"w2021",2021,0.647145913394118,1.05429,0.829999709352047,0.149000268402732
"w2019",2019,0.649734,1.0588815,0.833469586530696,0.149410665619592
"w2017",2017,0.65278900647795,1.0641115,0.837660431899658,0.149929107447234
"w2015",2015,0.656188522644539,1.07079,0.842638479524466,0.150621061013859
"w2013",2013,0.660138802499725,1.0787715,0.848325150895983,0.151445944843548
"w2011",2011,0.664154180256688,1.08653,0.854224220389176,0.152372302808843
"w2009",2009,0.667734427747021,1.09459,0.859787987522978,0.153335621430655
"w2007",2007,0.6709641,1.10142,0.864787765392998,0.154185178685611
"w2005",2005,0.673863,1.1073215,0.869000049073739,0.154896332274502
"w2003",2003,0.676139968302165,1.11195149500467,0.872423271338449,0.15546831235064
"w2001",2001,0.678290239695959,1.115723,0.875267427942866,0.155890530323564
"w1999",1999,0.6801169,1.118923,0.877613977964129,0.156224684810467
"w1997",1997,0.681766954992396,1.12129492833434,0.879620114018741,0.156434788940678
"w1995",1995,0.68325488837895,1.12338,0.881308956297536,0.156581174597116
"w1994",1994,0.68406028523132,1.1247515,0.882454947030171,0.156702262381785
"w1992",1992,0.685061307983707,1.1252615,0.883258617117886,0.156647620335986
"w1990",1990,0.686024438424514,1.1255315,0.883894743726992,0.156512617390798
"w1988",1988,0.687030673485883,1.12575,0.884666419849674,0.156381657064422
"w1986",1986,0.688097416402239,1.12623,0.885582813327059,0.15626809366862
"w1984",1984,0.689273026927832,1.12708,0.886630602475909,0.15618645559751
"w1982",1982,0.69044685,1.127903,0.887758684773519,0.156143948190032
"w1980",1980,0.6915554,1.1288,0.888925703932867,0.156102367907271
"w1978",1978,0.692778563393581,1.1295115,0.890075465434884,0.156056780907253
"w1976",1976,0.693945918268064,1.1301815,0.891130837415699,0.155996341595677
"w1974",1974,0.69509655454966,1.1306415,0.89203093152244,0.155871930299798
"w1972",1972,0.696116686029298,1.13058,0.892643481501586,0.15566516984266
"w1970",1970,0.696899684556183,1.1298515,0.892886754844567,0.155364756137691
"w1968",1968,0.697555426328666,1.128363,0.892659506515096,0.154942882111505
"w1967",1967,0.697835255945763,1.126003,0.891926397460495,0.154460098461648
"w1965",1965,0.698213,1.1234815,0.89115702505264,0.153903665335561
"w1963",1963,0.698885262271673,1.121733,0.890717095337374,0.153405589365967
"w1961",1961,0.699464138464992,1.1203015,0.890547883129071,0.153012109530728
"w1959",1959,0.700333178993308,1.1197515,0.890738853145912,0.152728936726105
"w1957",1957,0.701539277564427,1.11984,0.891451505882397,0.152566968176165
"w1955",1955,0.703008138094441,1.120603,0.89262593794744,0.152504129372273
"w1953",1953,0.704675280596886,1.12205,0.894176706911764,0.152481823118302
"w1951",1951,0.706359661829472,1.12384,0.895910687166866,0.152479420671454
"w1949",1949,0.70802785,1.125353,0.897545959032994,0.15247733970851
"w1947",1947,0.709535591024777,1.12669,0.898935513858887,0.152423475685543
"w1945",1945,0.710984798959365,1.12752,0.900023353387554,0.152326157746122
"w1943",1943,0.712076688011345,1.1280145,0.900753239227335,0.152175361046758
"w1941",1941,0.713112246251319,1.127993,0.901240621677663,0.151950232045932
"w1940",1940,0.713988068836755,1.12805,0.901832700500056,0.151798080715072
"w1938",1938,0.715347394872219,1.128606,0.902801953053189,0.151613895991643
"w1936",1936,0.7167397,1.129143,0.90366134349922,0.151424180111581
"w1934",1934,0.71798288807901,1.1294215,0.904367231473011,0.15121981349922
"w1932",1932,0.719110488856661,1.12964,0.905004318577089,0.151015071094442
"w1930",1930,0.720384435673977,1.1299015,0.905648912840151,0.150797433422504
"w1928",1928,0.721577515925557,1.1303,0.906370341933871,0.150602401634122
"w1926",1926,0.723004075333933,1.1310115,0.907344726815953,0.150438573793402
"w1924",1924,0.72470388899478,1.13202,0.908645468886231,0.15032996601551
"w1922",1922,0.726552958368914,1.1337115,0.910396794952198,0.150274879625072
"w1920",1920,0.729006057521032,1.1366115,0.913108223819186,0.150317017460459
"w1918",1918,0.7319457,1.14111,0.916887539377191,0.150559214405008
"w1916",1916,0.735363873113772,1.1472815,0.921642787266469,0.151052215744254
"w1914",1914,0.739087095756657,1.1554,0.927573103422232,0.151844717875534
"w1913",1913,0.742042625,1.165413,0.933806995729981,0.153121362011677
"w1911",1911,0.74607489398912,1.177223,0.94103932973431,0.154646292616679
"w1909",1909,0.749832,1.189993,0.948681518810224,0.156487533606327
"w1907",1907,0.75390393334575,1.2035715,0.956511392964705,0.158574067476918
"w1905",1905,0.75745355,1.216923,0.964119351446318,0.160800600524376
"w1903",1903,0.760941559138235,1.2305945,0.971449978122717,0.163043934800284
"w1901",1901,0.764268848145685,1.2433,0.978352832965301,0.165273793263884
"w1899",1899,0.767394748967103,1.2554215,0.98480369157696,0.167465529388252
"w1897",1897,0.770276305365328,1.2667615,0.990968137331655,0.169567468674772
"w1895",1895,0.773048352810905,1.2774915,0.996808219806884,0.171616622712702
"w1893",1893,0.7756567,1.28763,1.00231480307808,0.173575113314162
"w1891",1891,0.77826005,1.2967815,1.00746359839505,0.175294771432618
"w1889",1889,0.78052785,1.30484,1.0119775895991,0.176810512521463
"w1887",1887,0.782675875022334,1.31191,1.01605522378843,0.178094629679797
"w1886",1886,0.7845101,1.3178515,1.01956879979577,0.17919846630705
"w1884",1884,0.786661684188669,1.323493,1.02310484876929,0.18003602024415
"w1882",1882,0.788839100319107,1.32852,1.02633650986855,0.180738307927581
"w1880",1880,0.79075625,1.33302880388686,1.0293700688244,0.181332680304656
"w1878",1878,0.79273585,1.33715387130267,1.03219986146945,0.181831143636991
"w1876",1876,0.79477755,1.3407615,1.03493431329485,0.182232023532327
"w1874",1874,0.796713788007027,1.34403,1.03755350740503,0.18253639932306
"w1872",1872,0.798698903093166,1.3466715,1.0399260226969,0.182717627678423
"w1870",1870,0.8003837,1.347939,1.04156107620144,0.182584552389754
"w1868",1868,0.801622500383591,1.3464735,1.0418127696397,0.181877994195184
"w1866",1866,0.802574883131536,1.342533,1.04123332417317,0.180600189460383
"w1864",1864,0.80399485,1.3377015,1.04039498708906,0.178883963483193
"w1862",1862,0.805155221670056,1.33106,1.03851186363913,0.176682046164769
"w1860",1860,0.805643,1.321233,1.03505044449259,0.173906873395204
"w1859",1859,0.805492180907364,1.30936287999434,1.0305583928371,0.17072952071136
"w1857",1857,0.8052201,1.2947145,1.02469991690657,0.167132845301179
"w1855",1855,0.80458162423468,1.2793815,1.01820641284495,0.163460410966701
"w1853",1853,0.80367695,1.2635715,1.01132107636984,0.159946879202548
"w1851",1851,0.8029471,1.2487415,1.00465936183418,0.156813927069753
"w1849",1849,0.802165631728775,1.23521,0.998480735416032,0.154187002786536
"w1847",1847,0.8016814,1.2242715,0.99308586472929,0.152132559532151
"w1845",1845,0.801127219478986,1.2147845,0.988156595371641,0.150483686908116
"w1843",1843,0.8005883,1.20673,0.983457884396341,0.149116914738225
"w1841",1841,0.801008508501303,1.20229,0.980844900809392,0.148227136731312
"w1839",1839,0.802207574287403,1.20084035253547,0.980275658891924,0.147769534545586
"w1837",1837,0.803726840798444,1.2007215,0.980382159585207,0.147545003111053
"w1835",1835,0.80518155,1.2015315,0.9811937404616,0.147492601547749
"w1833",1833,0.80729155,1.2038515,0.983110739169656,0.14761490407262
"w1832",1832,0.809374869702584,1.2070515,0.98558118158193,0.147915303587216
"w1830",1830,0.8120508,1.2108015,0.988598669972806,0.148204365675886
"w1828",1828,0.815107,1.214983,0.992227635372932,0.148523632969708
"w1826",1826,0.818675405925089,1.21959,0.996495926015494,0.148815988486772
"w1824",1824,0.822376796517861,1.2248115,1.0008079690627,0.149065758130103
"w1822",1822,0.82598965,1.22964,1.00503746863556,0.149290426904096
"w1820",1820,0.829651511787202,1.23435,1.00925901052635,0.149469111058812
"w1818",1818,0.8330234,1.239053,1.0132474877961,0.149629640337494
"w1816",1816,0.83626755,1.2436515,1.0170494439184,0.149816429536057
"w1814",1814,0.83968785,1.24833,1.02096823552245,0.150035375550327
"w1812",1812,0.84319155,1.253653,1.02489427265449,0.150329861127515
"w1810",1810,0.846517361265459,1.2589815,1.02892072616848,0.150650249722418
"w1808",1808,0.849989800486477,1.2649315,1.03319241516628,0.151001687970068
"w1806",1806,0.853832742656369,1.2716615,1.03778076019781,0.151502636989105
"w1805",1805,0.856926538240386,1.27844,1.04207115306563,0.152267469788544
"w1803",1803,0.860559832506933,1.28676,1.04671381147966,0.153093289884436
"w1801",1801,0.863625335957892,1.29548,1.05100284808732,0.15418820669204
"w1799",1799,0.866881186062991,1.30337,1.05500703408323,0.155281968041366
