Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10
0.13659988572594106,0.0793844037001589,0.010617769838272562,-0.04766264353929622,-0.001620893700450844,0.007347172160804733,-0.02606506491770654,-0.017923061684185358,-0.006337737476490914,0.006096826388365159
0.1362691696394055,0.06914862673239155,0.028560917082116763,-0.04211617097982412,-0.004903375644732777,0.0065048192291733,-0.022881319694575998,-0.018318651071686398,-0.003665014505694615,0.005829953375576338
0.14098346837414052,0.04040011556335831,0.010811522252457184,-0.06878103958037361,-0.029492646187627224,0.012432062576887577,-0.0020706644716759672,-0.012833969801853527,-0.016283322171030346,0.0070008732712717675
0.13723903040154242,0.04559391795930372,-0.004813926845316931,-0.07762018683651256,-0.022752579446655437,0.018603245416553928,-0.007824617334979642,-0.012644574231800692,-0.01991907419878341,0.009973044484365805
0.15202749833702245,0.05924568094401284,-0.03374340210928189,-0.04701182527517917,-0.011632709953501593,-0.008929526894502597,0.00531264147625753,-0.018375605254708046,-0.013507520237266486,0.0008894827491985322
0.1682721323379834,0.045932116603123685,-0.0370997218880658,-0.03142024056147465,-0.0182136107761426,0.012361669051542207,-0.011597027885009407,-0.022396819990462592,-0.004843490294437232,-0.00494858497141633
0.1133140149716424,0.09080797158608836,0.02111916618316478,-0.05624592067344916,-0.022005909635921694,0.010172259476031932,-0.011578292158212055,-0.0042879254469631155,-0.012711248259289413,0.012167794470424488
0.15116599793197222,0.06846653166567226,-0.005819959572140827,-0.053344700716666874,-0.01360522071049388,-0.012045695516813858,0.0012432929332505897,-0.016275394486712013,-0.011592998968863604,0.0033119282468533177
0.15190553323612116,0.0541669202889764,0.01102704162450395,-0.01866547854101415,-0.0045147243817398874,0.01409343827327074,-0.029781300076841138,-0.027166037504266022,0.002570857699423768,-0.0022032373033152412
0.19146288645241138,0.0019127197113455534,0.04401669412027174,-0.05496020015396469,-0.020600382847054323,0.049322080567333906,-0.008792202964631426,-0.03153681723080036,0.0061289947401456,-0.010367466936422058
0.14326385545388554,0.11955028993694708,-0.0011972064092951248,0.015064479494311495,0.01060655682084539,-0.021714307038464345,-0.004447998512454384,-0.0028804530597628508,0.01391717179563535,-0.018110523856493154
0.09653332099756791,0.0733177574010798,0.0106449598824511,0.011376140247692734,0.029505227326691863,-0.014430419552575801,-0.03161036431236646,-0.017909451488883246,0.0037429072367399555,-0.005092454475647897
0.1083243158775624,0.07336440595199138,0.024117142116781606,0.01762705075173439,0.023563175441109217,-0.01993447783907054,-0.03156276855677653,-0.01584171742277539,0.003316739514955539,-0.004910605221678328
0.026770852636445984,0.08472623980844163,0.02150028556860812,-0.009245778964381956,0.02717488783576749,-0.009856396103361281,-0.018985683112163428,-0.012519645579298248,0.0018131825853230608,-0.0009635913790023327
-0.007939362805272587,0.06466142421568745,-0.010882348939499777,-0.02105406465407559,0.02417953576861709,-0.029359345114651384,-0.01288570954679924,-0.013826797201784447,-0.014878201719251812,0.010323380584327687
0.10889622448251528,0.09634496484705599,0.0027732340125759466,-0.01134540228734123,0.014872810067828575,-0.013209274599925897,-0.015136070468772586,-0.014686268656649492,0.00046912189457990004,-0.0024649408540637872
0.11196309058341525,0.12636740235035435,0.004758092197350374,-0.019008208333746335,-0.002055897487822931,-0.006372994161090391,-0.01939990515220736,-0.006202921997077445,-0.0017260586981751678,-7.881843339143432e-5
0.09368228396291456,0.13393161994445762,0.00392617197025627,-0.021200733604880492,0.001672205263593628,-0.013653829081319176,-0.01219457121060202,-0.005106778795247992,0.0002593572447284805,-0.00221256706485907
0.17805403623202956,0.0376432340592659,-0.029399373045062127,-0.015750594096975226,-0.01557959353423388,-0.0011705039064286646,-0.019856867804630318,-0.022218441405011537,-0.014172302648817837,0.0035977625378874455
0.189747212956084,0.01798273596196768,-0.023983761640869197,-0.0019927330789843087,-0.026219669317788356,0.009069866125012802,-0.028336397876029495,-0.019143952375694558,-0.017893877740329446,0.007079360070771789
