wavelength,p10,p90
2524,0.383973161662894,0.81888
2526,0.383671221079791,0.818723
2528,0.383343551506301,0.818252
2530,0.382975,0.817752
2532,0.382634,0.81732
2534,0.382348,0.817028
2535,0.382152,0.816878
2537,0.38184,0.816663
2539,0.381592,0.816643
2541,0.381442,0.816829
2543,0.381382,0.81711
2545,0.381256936820961,0.817353
2547,0.381194843751942,0.817657
2549,0.381204230990577,0.818013
2551,0.381297722629081,0.818398
2553,0.381413,0.818792
2555,0.381528,0.819217
2557,0.381728,0.819675
2559,0.381989,0.820174
2561,0.382234057157203,0.820698
2562,0.382483,0.821298
2564,0.382808665202465,0.821823
2566,0.383126980379206,0.8224
2568,0.383507,0.823091
2570,0.383911540471341,0.82375
2572,0.384382630391579,0.824437
2574,0.384874,0.825166
2576,0.38531682548873,0.825872
2578,0.38570294457742,0.826586
2580,0.386072280868301,0.827345
2582,0.386483,0.828157
2584,0.386873030350167,0.828949
2586,0.387316,0.829684
2588,0.387753,0.830512
2589,0.388091184756935,0.831314
2591,0.388512,0.832114
2593,0.38892,0.832911
2595,0.389259,0.833676
2597,0.389596,0.834493
2599,0.389930989513925,0.835291
2601,0.390278899903092,0.836132
2603,0.390581,0.836914
2605,0.39082728411333,0.837699
2607,0.391125,0.838486
2609,0.39138094285626,0.839303
2611,0.391606,0.840139
2613,0.391882981724634,0.841062
2615,0.392177706731795,0.842048
2616,0.392386,0.842963
2618,0.392535,0.843891
2620,0.39280918685464,0.844854
2622,0.393216447378673,0.8459
2624,0.393695173323682,0.847036
2626,0.394069,0.848125
2628,0.394343,0.849051
2630,0.394493127688887,0.850094
2632,0.394823348132266,0.851196
2634,0.39534657627414,0.852352
2636,0.395893000881379,0.853483
2638,0.396413161769902,0.854692
2640,0.396897,0.855761
2642,0.397365551920417,0.856798
2643,0.397767089879703,0.857892
2645,0.398440462631639,0.859019
2647,0.399131,0.860259
2649,0.399847959611627,0.861455
2651,0.400658,0.862709
2653,0.401460840888445,0.863999
2655,0.402266,0.865286
2657,0.403128452201456,0.866602
2659,0.403932,0.868
2661,0.404756832945204,0.869301
2663,0.405573,0.870592
2665,0.406413534343324,0.871997
2667,0.407311,0.873425
2669,0.408199,0.874961
2670,0.408938922430757,0.8766
2672,0.409959,0.878229
2674,0.410976,0.879772
2676,0.412035,0.881383
2678,0.413134971296291,0.883027
2680,0.41380016779087,0.884347
2682,0.414091,0.885375
2684,0.414430400991941,0.886505
2686,0.415003663125826,0.887924
2688,0.415736523830326,0.88942
2690,0.416520580157682,0.890965
2692,0.417322,0.892547
2694,0.418141820576143,0.894209
2696,0.419036984912661,0.89594
2697,0.419684,0.897675
2699,0.420513,0.899256
2701,0.421235857441652,0.900885
2703,0.421981,0.902488
2705,0.422835905750435,0.904134878276835
2707,0.423730639767225,0.905832
2709,0.424578,0.907507
2711,0.425276307520926,0.909017
2713,0.425941,0.910532
2715,0.426762108329077,0.912108
2717,0.427607383969646,0.913654
2719,0.428517,0.915347
2721,0.429614,0.917267
2723,0.430827,0.919208
2724,0.4318,0.921045
2726,0.432591,0.922463
2728,0.432958,0.923567
2730,0.433357912777087,0.924835
2732,0.434248,0.926424
2734,0.435391,0.928218
2736,0.436601,0.930056
2738,0.437582,0.93171
2740,0.438469,0.933255
2742,0.43946,0.934894
2744,0.440764,0.936879
2746,0.442354586401984,0.938967
2748,0.44381,0.941066
2750,0.444689335082389,0.942648
2751,0.445087524649331,0.944017
2753,0.445891,0.945576
2755,0.447054,0.94738
2757,0.448234541971308,0.949144
2759,0.449302,0.950926
2761,0.450444,0.952685
2763,0.451552,0.954541
2765,0.452788,0.95638
2767,0.454063,0.958363
2769,0.455447,0.960381
2771,0.457148030392899,0.962734
2773,0.459076,0.965137
2775,0.46049,0.967228
2777,0.461374,0.968738
2778,0.461959599263541,0.970311
2780,0.463118,0.972211
2782,0.464514,0.974237
2784,0.466023,0.976393
2786,0.467946,0.978984
2788,0.470160707148352,0.981713
2790,0.471725,0.983862
2792,0.472667495776513,0.985604
2794,0.473896,0.987573
2796,0.47562192674516,0.989916
2798,0.477184927318039,0.992103
2800,0.478102,0.993818
2802,0.478931,0.995577
2804,0.4803,0.997602
2805,0.48151198736036,0.999997
2807,0.483426,1.00264
2809,0.485264180844964,1.00512
2811,0.486608387019002,1.00707
2813,0.487697,1.00894
2815,0.489059,1.01112
2817,0.490723,1.01356
2819,0.492462216171726,1.016
2821,0.494205,1.0185
2823,0.495973,1.021
2825,0.497609,1.02338641725482
2827,0.499322829929647,1.02592
2829,0.501225127530199,1.02865
2831,0.503443,1.03169
2832,0.505397201,1.03488
2834,0.508073,1.03826
2836,0.510955,1.04194
2838,0.51351,1.04528
2840,0.514917,1.04801
2842,0.515962,1.05095
2844,0.517774911227908,1.05508
2846,0.52038188141717,1.06029
2848,0.523174459587176,1.06542
2850,0.525897,1.06939
2852,0.528478,1.07204
2854,0.530926,1.07375
2856,0.533183,1.07521
2858,0.535297685363057,1.077
2859,0.536595,1.07857
2861,0.537816,1.07979
2863,0.539017,1.08119
2865,0.540555,1.08319
2867,0.542292,1.08533
2869,0.544496,1.088
2871,0.547408,1.09139
2873,0.549675,1.09423
2875,0.550633,1.09583
2877,0.551048,1.09712
2879,0.552013,1.09904
2881,0.553278,1.10127
2883,0.554507,1.10349
2885,0.555755846724537,1.10575
2886,0.556945504520944,1.10806
2888,0.558307,1.1105
2890,0.559925,1.11297
2892,0.561878,1.1158
2894,0.564034,1.11897
2896,0.565791990527797,1.12145
2898,0.566903079406585,1.12353
2900,0.568278,1.12586
2902,0.570167,1.12868
2904,0.57208415561739,1.13152
2906,0.573967,1.13444
2908,0.57616,1.13798
2910,0.579063,1.1425
2912,0.582174786099412,1.14769
2913,0.58462,1.15258
2915,0.586766,1.15684
2917,0.588556,1.16003
2919,0.590394,1.16257
2921,0.59235,1.16488
2923,0.594781,1.16734591982754
2925,0.597678,1.16995
2927,0.600837,1.17291688274091
2929,0.603816029989398,1.17541
2931,0.605394022515923,1.17684
2933,0.606114919212588,1.17759
2935,0.607111,1.17863
2937,0.608574,1.17996
2939,0.610052,1.18157
2940,0.611762208621665,1.18341
2942,0.614213,1.18573
2944,0.616125,1.18749
2946,0.616958,1.18818
2948,0.617243,1.18848
2950,0.617979,1.18943
2952,0.619041326799076,1.19052
2954,0.619782,1.19134
2956,0.62044020008647,1.19208
2958,0.621754250004101,1.19335089757534
2960,0.623695,1.19491
2962,0.625426,1.19653
2964,0.626914959949906,1.19789
2966,0.628209,1.19922
2967,0.629474492300535,1.20063
2969,0.631229,1.20232
2971,0.633368,1.20441
2973,0.635663716462362,1.20635
2975,0.637702,1.20797
2977,0.639380143147939,1.20957
2979,0.641499,1.21139
2981,0.642609116732227,1.2125
2983,0.642955,1.21259
2985,0.643463,1.21294
2987,0.644716,1.21404
2989,0.646679791372267,1.21593
2991,0.648893,1.2185
2993,0.650478,1.2204301246811
2994,0.65126,1.22187
2996,0.652591,1.22345
2998,0.653744014841225,1.22491
3000,0.654646,1.22622
3002,0.656045368893582,1.22799
3004,0.657728,1.22994
3006,0.659574,1.23225
3008,0.662418,1.23529
3010,0.665898213830215,1.2391
3012,0.669448,1.24258
3014,0.671546,1.24506
3016,0.672977,1.2468
3018,0.674164,1.24834911931048
3020,0.675427,1.25008
3021,0.676721875465531,1.25211
3023,0.678813874203679,1.25465
3025,0.680811,1.25706
3027,0.682511604805751,1.25957
3029,0.685045,1.26259
3031,0.688156,1.26624
3033,0.690935319799142,1.26973
3035,0.69297,1.27226
3037,0.694471633432064,1.27459
3039,0.69729,1.27798
3041,0.700514,1.28192
3043,0.702974,1.28502
3045,0.704524,1.2873
3047,0.70593,1.28949
3048,0.707787,1.29238
3050,0.710307,1.29556
3052,0.712412,1.29829317567564
3054,0.714425,1.301
3056,0.716409,1.3037
3058,0.718126309543011,1.30637
3060,0.719972,1.30901
3062,0.722655,1.31229
3064,0.726004,1.3161
3066,0.729156,1.31991
3068,0.731376,1.3226
3070,0.732787032692693,1.3246
3072,0.734469446168153,1.32697
3074,0.737194,1.33027
3075,0.740317,1.33451
3077,0.744054,1.33879
3079,0.746769,1.34212
3081,0.748629,1.34469
3083,0.750449,1.34719
3085,0.75213,1.34951
3087,0.753855873750262,1.3519
3089,0.755891,1.35466
3091,0.75741,1.3568
3093,0.758454,1.35833
3095,0.760049,1.36067
3097,0.762889,1.36415
3099,0.765802756101647,1.36764
3101,0.767975,1.37045
3102,0.769188,1.37259
3104,0.771357582735861,1.37539
3106,0.774393,1.37907
3108,0.77726,1.38248
3110,0.779216,1.38494
3112,0.781563808467147,1.38794
3114,0.785094,1.39224
3116,0.788495,1.39643
3118,0.790948181984794,1.39951
3120,0.79225,1.40122
3122,0.792566360820888,1.40213
3124,0.793073,1.40339
3126,0.794875634659469,1.40574
3128,0.797517,1.40901
3129,0.799568,1.41181
3131,0.801208,1.4141
3133,0.803056,1.4166
3135,0.805956,1.42023
3137,0.809299,1.42429
3139,0.811772,1.4274
3141,0.812973,1.42908
3143,0.814061603033312,1.43073
3145,0.815856,1.43307
3147,0.81827803813697,1.43615
3149,0.821531,1.44
3151,0.825257,1.44414
3153,0.827633151068157,1.44697
3155,0.828395,1.44837
3156,0.828839,1.44962
3158,0.830257,1.45171
3160,0.832095,1.45427
3162,0.834187,1.45687
3164,0.836184,1.45951
3166,0.838242,1.4622
3168,0.8402,1.46488
3170,0.842135,1.46766065380516
3172,0.84434,1.47031
3174,0.84637,1.473
3176,0.8485,1.47569
3178,0.850645,1.47853
3180,0.852799955575741,1.48126
3182,0.854731,1.4839
3183,0.8564,1.48637
3185,0.858479,1.48905
3187,0.860749,1.49183
3189,0.86278,1.49453
3191,0.864524,1.49692
3193,0.866103,1.49923
3195,0.867742,1.50150207013386
3197,0.869592,1.50399
3199,0.871485142006933,1.50659
3201,0.87353,1.50926
3203,0.875463,1.51173
3205,0.877424,1.51411
3207,0.878968,1.51617992559389
3209,0.880374,1.5182
3210,0.881863086936999,1.52026
3212,0.883714,1.52266
3214,0.885450351131459,1.52498
3216,0.887038,1.52715
3218,0.888612,1.52924
3220,0.889754,1.531
3222,0.890851,1.53279
3224,0.891978045952262,1.53453
3226,0.893361,1.53645
3228,0.895026,1.5388
3230,0.897605,1.54192
3232,0.900555,1.5453
3234,0.901851,1.54722
3236,0.901479,1.54738
3237,0.9011,1.54771
3239,0.901721432292529,1.54895
3241,0.902877,1.55073
3243,0.904718,1.55319
3245,0.906939,1.55601793434526
3247,0.907899,1.55759
3249,0.907605,1.55791
3251,0.907767,1.55859
3253,0.909046,1.56049
3255,0.910594,1.56258
3257,0.911006,1.56347
3259,0.910895,1.56408
3261,0.911225,1.56512
3263,0.912064,1.56652
3264,0.913038,1.56808
3266,0.914923,1.57048
3268,0.917637,1.57377
3270,0.919698,1.57638
3272,0.920062,1.57726
3274,0.919535,1.5773
3276,0.919004,1.57726
3278,0.918700665323944,1.57755
3280,0.919058648230735,1.57845
3282,0.919687,1.57961
3284,0.920446744,1.58075763888403
3286,0.921244,1.58204
3288,0.92261,1.58382
3290,0.924869,1.58655014595933
3291,0.926824,1.58905
3293,0.927958,1.59062
3295,0.927992452433,1.59107
3297,0.927396,1.59092
3299,0.927268719547464,1.59131
3301,0.928657,1.59326
3303,0.9315,1.59674
3305,0.934106017511473,1.59983
3307,0.934752,1.6008
3309,0.93372,1.60003
3311,0.932397,1.59913
3313,0.93171,1.59911
3315,0.931832,1.59987
3317,0.932455,1.60087
3318,0.933138,1.60207
3320,0.934364,1.6039
3322,0.936325,1.60638855476934
3324,0.938212,1.60864
3326,0.938851,1.60981
3328,0.938453,1.61022
3330,0.938464,1.61097
3332,0.939281,1.6125
3334,0.940999,1.61486
3336,0.94368,1.61816
3338,0.94575,1.62085
3340,0.946262,1.62228
3342,0.946513,1.62322
3343,0.946464,1.62399
3345,0.946713,1.62517
3347,0.948411,1.62766
3349,0.950654764311752,1.6308
3351,0.951315,1.63231
3353,0.950672,1.63241
3355,0.950622562748254,1.63338
3357,0.951995,1.63554
3359,0.953798665593396,1.63813
3361,0.954974,1.64016
3363,0.956076,1.64232
3365,0.958624,1.64565
3367,0.961770185228632,1.64961
3369,0.963041,1.65198
3370,0.962125,1.65231
3372,0.960828,1.65223
3374,0.96098,1.65344761546648
3376,0.961806,1.65525
3378,0.962424,1.65652307713519
3380,0.962593123093561,1.65684
3382,0.96238,1.65703
3384,0.962425040873074,1.65738
3386,0.963275,1.65856680879733
3388,0.965223,1.66072
3390,0.967639506414826,1.6635
3392,0.968594,1.66508
3394,0.967811185344586,1.6651
3396,0.967483,1.66523
3397,0.968854,1.66678736922689
3399,0.970627,1.66847
3401,0.970156,1.66806
3403,0.968071,1.6661
3405,0.966854,1.66504
3407,0.967238,1.66552
3409,0.967967,1.66637
3411,0.968399454132941,1.66689
3413,0.968006,1.667
3415,0.966964,1.6666
3417,0.966146,1.66663
3419,0.966351,1.66754
3421,0.966656,1.66874
3423,0.966948,1.67
3424,0.967646,1.67161
3426,0.969062,1.67414225383278
3428,0.970462,1.67682
3430,0.971341,1.67919
3432,0.971992,1.68165
3434,0.972835,1.68397010613494
3436,0.972069651258894,1.68537403473383
3438,0.969516,1.68509
3440,0.966581,1.68431
3442,0.96457,1.68416
3444,0.963331,1.68441
3446,0.962436,1.68471
3448,0.961713,1.68482
3450,0.96066152841734,1.68431
3451,0.959732,1.68364
3453,0.958952013187575,1.68268
3455,0.958379,1.68179
3457,0.958434081706027,1.68118
3459,0.958316,1.68046730444539
3461,0.957664,1.67887
3463,0.957159280233381,1.67729
3465,0.957842,1.67668
3467,0.958493,1.67591
3469,0.957195,1.67365
3471,0.9542833869306,1.67001329911051
3473,0.951837,1.66682662928177
3475,0.950805,1.66479
3477,0.950542,1.66361
3478,0.95025,1.66263
3480,0.948831,1.66088724850124
3482,0.947164483525735,1.65914
3484,0.946241124564021,1.65782
3486,0.945725889615913,1.65672
3488,0.944629,1.65525
3490,0.943361,1.65348221660949
3492,0.942657,1.652
3494,0.942375,1.65096
3496,0.942029922131071,1.64997
3498,0.941066,1.64858943787922
3500,0.940074,1.64713
3502,0.939279322576754,1.64623
3504,0.938011097096953,1.64511
3505,0.936146,1.64349
3507,0.934353,1.64207
3509,0.933893569688993,1.64172803553071
3511,0.934372,1.64235811650433
3513,0.93442,1.64274
3515,0.933309,1.64261
3517,0.931875,1.64264
3519,0.930973,1.64325757068773
3521,0.931035,1.64441
3523,0.931218,1.64628
3525,0.930216,1.64731
3527,0.928719,1.64736919187024
3529,0.928111,1.64652
3531,0.927985,1.64455
3532,0.927976,1.64162
3534,0.928340992779388,1.63829
3536,0.928561,1.63478297221982
3538,0.927943,1.63109
3540,0.927934804965553,1.62794
3542,0.928516280763934,1.62578
3544,0.928961,1.62373
3546,0.928443,1.62166557415862
3548,0.92738962488155,1.61893
3550,0.926798,1.61679768101142
3552,0.926709,1.61513
3554,0.926845546052182,1.61403
3556,0.926928,1.61234
3558,0.927446,1.6113
3559,0.927998,1.61035
3561,0.927648,1.60915
3563,0.925844070782202,1.6072
3565,0.925213,1.60606702190332
3567,0.928935353535635,1.60764
3569,0.932157,1.60862
3571,0.932561,1.608
3573,0.932828,1.60715
3575,0.93387,1.60719
3577,0.935844,1.60755934293499
3579,0.938336,1.60823
3581,0.941818,1.60939
3583,0.944457,1.6102
3585,0.94624,1.61092864520871
3586,0.949165549498167,1.61278
3588,0.954670331370555,1.61668
3590,0.960031587788408,1.61978
3592,0.964932977765681,1.62318
3594,0.971189,1.62778
3596,0.978346,1.63321
3598,0.984466087220329,1.63756
3600,0.98928,1.64067
3602,0.993061,1.64333
3604,0.996506,1.64542
3606,1.00134,1.64918
3608,1.0108119876619,1.65691
3610,1.02427,1.66875
3612,1.04113,1.68511
3613,1.06134,1.70581
3615,1.08697,1.73384
3617,1.11444586624548,1.77079385913756
3619,1.13844,1.81540237438942
3621,1.14674933273012,1.84237
3623,1.13839,1.84473235600293
3625,1.12242,1.83287
3627,1.10359,1.81485
3629,1.08554,1.7936059171101
3631,1.07194,1.77639
3633,1.06078,1.76287
3635,1.05024,1.752
3637,1.04148,1.74477
3639,1.03454,1.74061
3640,1.02916,1.73939
3642,1.02417,1.73988
3644,1.01779,1.74161
3646,1.01105,1.74433
3648,1.00738484365292,1.75096
3650,1.0057,1.75733
3652,0.999424,1.75749308645377
3654,0.989192,1.75319
3656,0.978169,1.7462
3658,0.966419,1.73652
3660,0.952741380046485,1.72455
3662,0.938327,1.71114696511565
3664,0.924457,1.69888
3666,0.910393,1.68765
3667,0.897247,1.6780933641515
3669,0.882569029886373,1.66704
3671,0.867955,1.65434
3673,0.853562,1.64069
3675,0.83889,1.62833
3677,0.827727,1.62034
3679,0.819511,1.61712923840786
3681,0.812791,1.62002
3683,0.807230629925165,1.6288
3685,0.804723,1.64400521845182
3687,0.804109,1.66738
3689,0.809123,1.70496
3691,0.816387227637054,1.74635
3693,0.822705410082426,1.77977
3694,0.825732896536009,1.80218
3696,0.823336,1.81234
3698,0.813366,1.80395
3700,0.794171,1.77186
3702,0.769453,1.721
3704,0.742169,1.65989
3706,0.714528,1.59376
3708,0.684695,1.52189824513001
3710,0.652044,1.43949
3712,0.618728958516056,1.35577631633276
3714,0.591484698077231,1.28352
3716,0.565469,1.21947
3718,0.539436,1.15818
3720,0.513919,1.10153
3721,0.494393,1.05372
3723,0.47373,1.01033
3725,0.456717,0.973271
3727,0.441796497394802,0.941864
3729,0.428858,0.915389
3731,0.416264,0.891307
3733,0.404441506505937,0.869451
3735,0.396154,0.851623
3737,0.390954,0.836721
3739,0.384377,0.821846
3741,0.375565,0.806614
3743,0.365846,0.791991
3745,0.359073496819522,0.779783
3747,0.354299,0.769618
3748,0.348799,0.759553
3750,0.344633,0.751667
3752,0.343776,0.74612
3754,0.341703,0.739594
3756,0.33813,0.73243
3758,0.334848,0.726236
3760,0.332303,0.721015
3762,0.329334,0.715074
3764,0.325925,0.709259
3766,0.322836,0.70409
3768,0.320091,0.699496
3770,0.318375182017181,0.69609
3772,0.316932,0.692583454468422
3774,0.314793,0.688412
3775,0.312524240560002,0.684123
3777,0.310539805789823,0.680837
3779,0.30906269062094,0.677993
3781,0.306865,0.674482
3783,0.30447642647763,0.670856
3785,0.302944,0.668142
3787,0.301751506736305,0.665742
3789,0.300322,0.663088
3791,0.298387,0.659822
3793,0.295609,0.656069
3795,0.292906,0.652552
3797,0.290619,0.649394
3799,0.287718,0.645766
3801,0.286162,0.643942
3802,0.286629,0.643332
3804,0.285684,0.64105
3806,0.285258,0.639872
3808,0.285567220991343,0.639408
3810,0.284319,0.636971
3812,0.281807,0.633386
3814,0.279477,0.63069
3816,0.278756,0.629539
3818,0.277368,0.62759
3820,0.276215932512279,0.626387
3822,0.277261,0.627153
3824,0.277234,0.626181
3826,0.276363,0.62456
3828,0.275511,0.623174
3829,0.274396,0.621383
3831,0.273373,0.620046
3833,0.27256,0.618763
3835,0.271310142916835,0.617268
3837,0.270202,0.616356605137994
3839,0.270085,0.616398
3841,0.27084,0.616632
3843,0.271953,0.617149
3845,0.272419,0.616988
3847,0.270720209986447,0.614554
3849,0.266716641733972,0.610219
3851,0.261553,0.605778
3853,0.260549,0.606587
3855,0.265542,0.611488
3856,0.26747,0.612162
3858,0.266643,0.609939
3860,0.26477624059361,0.607633
3862,0.263584304192522,0.606483
3864,0.26355955396628,0.606446
3866,0.262753,0.605291
3868,0.261253460380899,0.603733
3870,0.261283658615779,0.604164
3872,0.26204665944189,0.604827
3874,0.262703,0.604971
3876,0.262217,0.604089
3878,0.260453,0.602192
3880,0.259786,0.601768
3882,0.260317,0.602023
3883,0.260507,0.601947351293341
3885,0.261024,0.602448
3887,0.260088051052434,0.601386
3889,0.258404700233975,0.599664
3891,0.258399,0.599925
3893,0.258685,0.600048
3895,0.257128,0.598003
3897,0.254792,0.5956
3899,0.253101,0.593956
3901,0.252354413030652,0.593499
3903,0.252829,0.594137
3905,0.254347,0.595428
3907,0.255114509816597,0.595647
3909,0.254699804899506,0.59483
3910,0.253898501445719,0.593857
3912,0.252847,0.59261
3914,0.251677,0.591379
3916,0.251216,0.591259
3918,0.251624662480598,0.591636
3920,0.25163,0.591523
3922,0.251119258348851,0.590952
3924,0.251096,0.590957
3926,0.25124,0.590989
3928,0.250574,0.590240487802851
3930,0.250165,0.589758
3932,0.250906953178312,0.590383
3934,0.25153,0.590841
3936,0.250993324178244,0.590198
3937,0.249915,0.589113
3939,0.248788,0.587975
3941,0.248345,0.587472
3943,0.24838,0.587503
3945,0.247961733049681,0.58699
3947,0.247447068421887,0.586522
3949,0.24754,0.586608
3951,0.24769,0.586641
3953,0.247393,0.586291
3955,0.246948,0.585859
3957,0.246559,0.585509
3959,0.246217723846137,0.585155
3961,0.245983,0.584907
3963,0.245943,0.584802
3964,0.245734,0.584455
3966,0.245295,0.583953
3968,0.244860020250967,0.583583
3970,0.244504,0.583162
3972,0.244217652400169,0.582765
3974,0.244157,0.582616
3976,0.244026,0.58243
3978,0.24363,0.581945
3980,0.243252,0.581528
3982,0.243268,0.581406
3984,0.243116,0.581169
3986,0.242374676880033,0.580362
3988,0.241460701531222,0.579477
3990,0.240898802374697,0.578862
3991,0.240571,0.578331
3993,0.240261106020374,0.577878
3995,0.240023,0.577525
3997,0.239708,0.577082
3999,0.239278,0.576518
4001,0.23883623139702,0.576031
