Comp1,Comp2,Comp3,Comp4,Comp5
-3.5145901932443087,2.506185275760515,0.5372257704635122,-1.4235771712867875,-1.243303512964157
-3.5086451627311797,1.6310447520858884,0.9971399997371444,-1.217711316468413,-1.177513216215212
-3.8055463440834867,1.4919352458644901,-1.3580781896863594,-2.276587700745594,0.4007638909111556
-3.792215317213743,2.2043143284746396,-1.97069019394488,-2.3683219100120887,0.2779698050179382
-6.569818186438314,0.5775887887223893,1.2854255372206915,-2.527134429045958,-0.04256074819953724
-6.883567442128724,1.913477668147207,0.7483089990134927,-2.1719408798662316,0.6672840677091338
-2.3797085044785753,1.6271540742506205,-1.1039565552897477,-2.3580471055074312,-0.4664564595207625
-2.8497989398004795,2.3741839567063883,1.1290398935979526,-1.9339417131115824,-0.5093617860439643
-3.65317989730203,3.0699866857837295,1.1735772044056811,-0.35638744930388444,-1.2039913296820022
-4.5146050671244815,3.9079673412341553,-0.35621720947492497,-0.3760252081617565,1.1622049866033555
-8.651284807959863,0.956711586730519,0.9105724060740354,-1.4805750794269965,-1.831286465919197
-6.407502162135275,1.5220740415217229,1.0652204662632767,0.27584423735398744,-2.955119697998901
-7.383862671646608,0.6957278576952293,1.462477623011788,0.12553185241155193,-2.7282148371785793
0.7172972542604366,2.422636421897302,0.5817321223159374,-0.14014280714365168,-1.562399691123829
-3.256285088425108,-0.4196257527996033,-0.004357560394811111,-1.092012177544213,-0.4287531837858687
-5.021889584746627,1.8982930706407446,0.35778824846050084,-0.8144898650673257,-2.470632572007364
-3.7041409186229814,2.1412935789613914,-0.5776689760202434,-2.0443780392323605,-2.2260996726778224
-1.5137790330998964,2.701815466433567,-0.8055985403742625,-2.293455598925806,-1.798141608346473
-11.442262146731679,-0.2962439737704368,1.8734903373474254,-1.5748073128357922,-0.4579210442853659
-13.488532283402364,-0.743873426033805,1.5979587884164794,-1.3089184677641583,-0.526515959068401
-2.4124352464578154,1.3562575982435259,0.49222811201655775,-2.9664126645402513,-0.8884857502870368
-9.63479477628614,0.29375805922367315,1.7832703334096127,-1.1667217771465213,-2.2176940192333587
-6.277980804803911,-0.21760805048099585,-0.33922954754191414,0.9370970067491938,-0.5077784374675782
-8.388498293050766,-3.1049514830742355,0.37256091756720255,1.2189066098889083,-0.8049851730213041
-7.716471736377201,0.5878603855152567,-0.2864407665973485,0.1819253297562295,1.322179303569404
-8.964790065621605,1.339038064905457,-0.6761210172501813,0.04426067317973957,1.8956718449697179
-8.119931762224372,-1.055422196982102,1.4684556448185941,1.0117917397232985,0.3734328703768661
-12.472062588974689,-1.0455928833628438,2.225081543393279,1.448580229940262,-0.04534472793736771
-8.678015390910467,-0.3414295068000575,2.03478541887706,1.3042610851052185,-0.6571714647733915
-5.980170260971841,1.0749721954224496,-0.019748446045014023,1.0363808155193353,0.8869689488603433
-1.6523538354487892,1.6700722835788098,-0.03477221721262347,0.9824605714062666,1.0915906515464922
-0.9907620937491057,-0.8160933091731851,0.7040996253146137,0.5594203359491781,0.9967056563204928
-3.931593048838972,-0.9211716715016466,0.4992290261499768,1.1810394266452116,1.2469250023203482
3.524922104999913,1.4751582701591106,-0.6703225989663966,-0.6616134221740936,0.7408759459762424
3.0757062141606792,1.427068869102695,-0.6606010375821961,0.11966713689936857,0.82229907504467
-5.848010443552577,1.029225744820026,-0.9637961732665343,1.0758082996251783,0.773238301387618
-10.430800452956005,0.13428116592597755,1.744701187100716,0.8117787531641419,-0.43012179041274
-2.260647992438808,1.5272486720412592,0.42894458812018876,0.8027002991496676,1.1318835702015535
0.9495062869525838,2.9099905723148636,-0.0059819918474116884,1.1809588569166465,1.4373647341740627
0.6646596342169798,0.2612336657614213,-1.2067504824065391,0.02839975652029381,0.4812329255325191
0.5376244458260985,-0.17137704377866445,0.840828557264826,0.9648908410908842,0.06140882747296078
0.782117155803689,1.6758614091766164,0.1381253259669488,1.083976594315992,-0.24034120944274448
-6.909344725881423,1.9366710309552357,0.03319872970663995,0.766231887638017,-1.2484090163570174
5.873350246334583,2.863658094625968,1.6629628245991857,1.8690199736177888,-2.2294748811902956
0.25705727992340227,2.643784753620661,0.9366283278239333,1.662182310757093,0.8428944097758388
-7.779081382761141,0.270821963820675,0.19361557381587147,2.326080381185138,0.47934000705575847
4.788974042418785,0.029014311047880437,1.4351402874160182,-0.27445117529815166,-0.824320836623159
-6.016814043946129,2.162267232634393,-0.09323261398666416,0.4829591083790473,-0.7947310312946176
-9.703696641011376,1.3133609423327428,-1.7643252616222942,1.4921513689560502,0.6407616077351201
-5.498209155482036,1.8847459657370775,-2.434703682503322,0.48607837744095767,0.3901235852318846
0.9721249381254887,-1.807334102139102,2.7932958950491296,0.22298444302955606,-0.6658303982036919
